,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1,0.0,0.082119601781448,0.082119601781448,0.08349090163488601,0.08212915668307803,0.08212915668307803,0.08212915668307803,0.08212915668307803,0.08212915668307803,0.08212915668307803,0.08212915668307803,0.08212915668307803,0.06613399723005095,0.04154783101171011,0.04154783101171011,0.06540449580261247,0.01364538836510556,0.03852415205593771,0.03852415205593771,0.03852415205593771,0.06536000801904189,0.06536000801904189,0.06536000801904189,0.06536000801904189,0.06536000801904189,0.06536000801904189,0.06536000801904189,0.0,0.0,0.01364538836510556
2,0.082119601781448,0.0,0.0897859469520707,0.0901003310965725,0.08979639385965765,0.08979639385965765,0.08979639385965765,0.08979639385965765,0.08979639385965765,0.08979639385965765,0.08979639385965765,0.08979639385965765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.082119601781448,0.0897859469520707,0.0,0.0901003310965725,0.08979639385965765,0.08979639385965765,0.08979639385965765,0.08979639385965765,0.08979639385965765,0.08979639385965765,0.08979639385965765,0.08979639385965765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.08349090163488601,0.0901003310965725,0.0901003310965725,0.0,0.08988134981536497,0.08988134981536497,0.08988134981536497,0.08988134981536497,0.08988134981536497,0.08988134981536497,0.08988134981536497,0.08988134981536497,0.0,0.0,0.0,0.06487551527043932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.08212915668307803,0.08979639385965765,0.08979639385965765,0.08988134981536497,0.0,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.08212915668307803,0.08979639385965765,0.08979639385965765,0.08988134981536497,0.08980684198277866,0.0,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.08212915668307803,0.08979639385965765,0.08979639385965765,0.08988134981536497,0.08980684198277866,0.08980684198277866,0.0,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.08212915668307803,0.08979639385965765,0.08979639385965765,0.08988134981536497,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.0,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.08212915668307803,0.08979639385965765,0.08979639385965765,0.08988134981536497,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.0,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.08212915668307803,0.08979639385965765,0.08979639385965765,0.08988134981536497,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.08980684198277866,0.0,0.08980684198277866,0.08980684198277866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
